id_local;id_distrito_local;desc_distrito_local;id_barrio_local;desc_barrio_local;cod_barrio_local;id_seccion_censal_local;desc_seccion_censal_local;coordenada_x_local;coordenada_y_local;id_tipo_acceso_local;desc_tipo_acceso_local;id_situacion_local;desc_situacion_local;id_vial_edificio;clase_vial_edificio;desc_vial_edificio;id_ndp_edificio;id_clase_ndp_edificio;nom_edificio;num_edificio;cal_edificio;secuencial_local_PC;id_vial_acceso;clase_vial_acceso;desc_vial_acceso;id_ndp_acceso;id_clase_ndp_acceso;nom_acceso;num_acceso;cal_acceso;coordenada_x_agrupacion;coordenada_y_agrupacion;id_agrupacion;nombre_agrupacion;id_tipo_agrup;desc_tipo_agrup;id_planta_agrupado;id_local_agrupado;rotulo;id_seccion;desc_seccion;id_division;desc_division;id_epigrafe;desc_epigrafe;fx_carga;fx_datos_ini;fx_datos_fin
20001003;2;ARGANZUELA          ;206;PALOS DE LA FRONTERA;6;2064;64;440917.6;4472510.5;1;Puerta Calle;1;Abierto;96600;CALLE                   ;BATALLA DEL SALADO                                ;11009861;1;NUM;24;  ;10;96600;CALLE                   ;BATALLA DEL SALADO                                ;11009861;1;NUM;24;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;B;EL HUERTO;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS";47;COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS;472102;COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
20001008;2;ARGANZUELA          ;205;DELICIAS            ;5;2062;62;441090.6;4472424.5;1;Puerta Calle;1;Abierto;234700;PASEO                   ;DELICIAS                                          ;11009823;1;NUM;52;  ;20;234700;PASEO                   ;DELICIAS                                          ;11009823;1;NUM;52;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;1;COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON O;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS";47;COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS;472404;COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
20001010;2;ARGANZUELA          ;202;ACACIAS             ;2;2017;17;440078.6;4472168.5;1;Puerta Calle;1;Abierto;763200;CALLE                   ;VALDELASIERRA                                     ;20065154;1;NUM;3;  ;20;763200;CALLE                   ;VALDELASIERRA                                     ;20065154;1;NUM;3;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;1;ARNALDO HOSTELERIA, S.L.;H;TRANSPORTE Y ALMACENAMIENTO;52;ALMACENAMIENTO Y ACTIVIDADES ANEXAS AL TRANSPORTE;521001;DEPOSITO Y ALMACENAMIENTO;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
20001037;2;ARGANZUELA          ;205;DELICIAS            ;5;2063;63;440896.6;4472466.5;1;Puerta Calle;1;Abierto;296000;CALLE                   ;FERROCARRIL                                       ;11009847;1;NUM;21;  ;20;296000;CALLE                   ;FERROCARRIL                                       ;11009847;1;NUM;21;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;6;BAR-RESTAURANTE EL PULPO;I;HOSTELERÍA;56;SERVICIOS DE COMIDAS Y BEBIDAS;561005;BAR CON COCINA;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000044;1;CENTRO              ;101;PALACIO             ;1;1014;14;439722.6;4473550.5;1;Puerta Calle;4;Cerrado;369700;CALLE                   ;HUMILLADERO                                       ;11000878;1;NUM;16;  ;10;369700;CALLE                   ;HUMILLADERO                                       ;11000878;1;NUM;16;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;;V.M. VINOMANIA;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS";47;COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS;472502;COMERCIO AL POR MENOR DE VINOS Y ALCOHOLES (BODEGA) SIN CONSUMO;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000071;1;CENTRO              ;106;SOL                 ;6;1119;119;440388.6;4474077.5;1;Puerta Calle;1;Abierto;93000;CALLE                   ;BARCELONA                                         ;11007454;1;NUM;12;  ;10;93000;CALLE                   ;BARCELONA                                         ;11007454;1;NUM;12;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;IZ;LA DESCUBIERTA;I;HOSTELERÍA;56;SERVICIOS DE COMIDAS Y BEBIDAS;561001;RESTAURANTE;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000093;1;CENTRO              ;104;JUSTICIA            ;4;1074;74;440953.6;4474656.5;1;Puerta Calle;1;Abierto;94000;CALLE                   ;BARQUILLO                                         ;20005422;1;NUM;7;  ;30;638500;PLAZA                   ;REY                                               ;11004306;1;NUM;4;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;3;LA REVOLTOSA;I;HOSTELERÍA;56;SERVICIOS DE COMIDAS Y BEBIDAS;561006;CAFETERIA;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000102;1;CENTRO              ;106;SOL                 ;6;1123;123;440208.6;4474240.5;1;Puerta Calle;1;Abierto;68300;CALLE                   ;ARENAL                                            ;11007806;1;NUM;1;  ;30;614900;PLAZA                   ;PUERTA DEL SOL                                    ;20006804;1;NUM;8;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;1;LA MALLORQUINA;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS";47;COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS;472401;COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000264;1;CENTRO              ;106;SOL                 ;6;1124;124;440226.6;4474520.5;1;Puerta Calle;1;Abierto;505100;CALLE                   ;MESONERO ROMANOS                                  ;11007866;1;NUM;4;  ;10;505100;CALLE                   ;MESONERO ROMANOS                                  ;11007866;1;NUM;4;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;DR;VALDEMESO;I;HOSTELERÍA;56;SERVICIOS DE COMIDAS Y BEBIDAS;561004;BAR RESTAURANTE;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000306;1;CENTRO              ;103;CORTES              ;3;1062;62;441203.6;4473577.5;1;Puerta Calle;1;Abierto;606900;PASEO                   ;PRADO                                             ;11003372;1;NUM;38;  ;10;606900;PASEO                   ;PRADO                                             ;11003372;1;NUM;38;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;1;CEIP PALACIO VALDES;I;HOSTELERÍA;56;SERVICIOS DE COMIDAS Y BEBIDAS;562902;SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000307;1;CENTRO              ;102;EMBAJADORES         ;2;1039;39;440038.6;4473080.5;1;Puerta Calle;1;Abierto;152400;CALLE                   ;CASINO                                            ;31009301;1;NUM;7;  ;10;152400;CALLE                   ;CASINO                                            ;31009301;1;NUM;7;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;A;CEIP SANTA MARIA;I;HOSTELERÍA;56;SERVICIOS DE COMIDAS Y BEBIDAS;562902;SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000308;1;CENTRO              ;102;EMBAJADORES         ;2;1037;37;440134.6;4473142.5;1;Puerta Calle;1;Abierto;774800;CALLE                   ;VENTORRILLO                                       ;11002215;1;NUM;14;  ;10;774800;CALLE                   ;VENTORRILLO                                       ;11002215;1;NUM;14;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;1;CEIP  EMILIA PARDO BAZAN;P;EDUCACIÓN;85;EDUCACIÓN;852001;CENTRO DE INFANTIL Y PRIMARIA PUBLICO;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000327;1;CENTRO              ;101;PALACIO             ;1;1003;3;439844.6;4474692.5;1;Puerta Calle;1;Abierto;702300;PLAZA                   ;SANTO DOMINGO                                     ;11000227;1;NUM;12;  ;40;702300;PLAZA                   ;SANTO DOMINGO                                     ;11000227;1;NUM;12;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;2;BAR EL ENCUENTRO;I;HOSTELERÍA;56;SERVICIOS DE COMIDAS Y BEBIDAS;561004;BAR RESTAURANTE;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
20001049;2;ARGANZUELA          ;201;IMPERIAL            ;1;2008;8;439269.6;4473296.5;1;Puerta Calle;1;Abierto;706400;RONDA                   ;SEGOVIA                                           ;11008135;1;NUM;28;  ;10;706400;RONDA                   ;SEGOVIA                                           ;11008135;1;NUM;28;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;IZ;TAQUERIA MARIA BONITA;I;HOSTELERÍA;56;SERVICIOS DE COMIDAS Y BEBIDAS;561004;BAR RESTAURANTE;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
20001055;2;ARGANZUELA          ;201;IMPERIAL            ;1;2013;13;439393.6;4472822.5;1;Puerta Calle;1;Abierto;917;PASEO                   ;JUAN ANTONIO VALLEJO-NAJERA BOTAS                 ;20106291;1;NUM;46;  ;10;917;PASEO                   ;JUAN ANTONIO VALLEJO-NAJERA BOTAS                 ;20106291;1;NUM;46;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;A;---;I;HOSTELERÍA;56;SERVICIOS DE COMIDAS Y BEBIDAS;561007;CHOCOLATERIA/SALON DE TE Y HELADERIA;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
20001063;2;ARGANZUELA          ;206;PALOS DE LA FRONTERA;6;2072;72;440469.6;4472933.5;1;Puerta Calle;1;Abierto;262100;GLORIETA                ;EMBAJADORES                                       ;11010165;1;NUM;3;  ;50;88935483;CALLE                   ;ALONSO DEL BARCO                                  ;20008178;1;NUM;2;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;1;TATOO LA PIEL PIERCING;S;OTROS SERVICIOS;96;OTROS SERVICIOS PERSONALES;960203;CENTRO DE ESTETICA;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
20001063;2;ARGANZUELA          ;206;PALOS DE LA FRONTERA;6;2072;72;440469.6;4472933.5;1;Puerta Calle;1;Abierto;262100;GLORIETA                ;EMBAJADORES                                       ;11010165;1;NUM;3;  ;50;88935483;CALLE                   ;ALONSO DEL BARCO                                  ;20008178;1;NUM;2;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;1;TATOO LA PIEL PIERCING;S;OTROS SERVICIOS;96;OTROS SERVICIOS PERSONALES;960901;CENTROS DE TATUAJE Y/O ANILLADO;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
20001069;2;ARGANZUELA          ;203;CHOPERA             ;3;2045;45;440950.6;4471816.5;1;Puerta Calle;1;Abierto;506000;CALLE                   ;MIGUEL ARREDONDO                                  ;11009013;1;NUM;3;  ;20;506000;CALLE                   ;MIGUEL ARREDONDO                                  ;11009013;1;NUM;3;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;;PRIMAPRIX;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS";47;COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS;471902;COMERCIO AL POR MENOR DE PRODUCTOS DE PRECIO UNICO, BAZARES Y ASIMILABLES;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000401;1;CENTRO              ;101;PALACIO             ;1;1006;6;439862.6;4474385.5;1;Puerta Calle;1;Abierto;378200;PLAZA                   ;ISABEL II                                         ;20003836;1;NUM;8;  ;30;68300;CALLE                   ;ARENAL                                            ;20003822;1;NUM;30;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;4;CAÑAS Y TAPAS;I;HOSTELERÍA;56;SERVICIOS DE COMIDAS Y BEBIDAS;561006;CAFETERIA;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000413;1;CENTRO              ;103;CORTES              ;3;1069;69;440408.6;4474047.5;1;Puerta Calle;1;Abierto;276100;CALLE                   ;ESPOZ Y MINA                                      ;11003814;1;NUM;28;  ;10;276100;CALLE                   ;ESPOZ Y MINA                                      ;11003814;1;NUM;28;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;IZ;AFTER 8;I;HOSTELERÍA;56;SERVICIOS DE COMIDAS Y BEBIDAS;563002;BAR ESPECIAL SIN ACTUACIONES;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000422;1;CENTRO              ;101;PALACIO             ;1;1018;18;439405.6;4473780.5;1;Puerta Calle;1;Abierto;801300;CALLE                   ;YESEROS                                           ;11001075;1;NUM;3;  ;10;801300;CALLE                   ;YESEROS                                           ;11001075;1;NUM;3;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;1;C.E.I.P. VAZQUEZ DE MELLA;I;HOSTELERÍA;56;SERVICIOS DE COMIDAS Y BEBIDAS;562902;SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000434;1;CENTRO              ;102;EMBAJADORES         ;2;1024;24;439852.6;4473567.5;1;Puerta Calle;1;Abierto;743600;CALLE                   ;TOLEDO                                            ;11001440;1;NUM;75;  ;10;743600;CALLE                   ;TOLEDO                                            ;11001440;1;NUM;75;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;1;LOS ANDES (CON HMC);G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS";47;COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS;472203;COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000398;1;CENTRO              ;104;JUSTICIA            ;4;1088;88;440651.6;4475344.5;1;Puerta Calle;1;Abierto;92900;CALLE                   ;BARCELO                                           ;11005231;1;NUM;2;  ;10;92900;CALLE                   ;BARCELO                                           ;11005231;1;NUM;2;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;1;CEIP ISABEL LA CATOLICA;P;EDUCACIÓN;85;EDUCACIÓN;852001;CENTRO DE INFANTIL Y PRIMARIA PUBLICO;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000434;1;CENTRO              ;102;EMBAJADORES         ;2;1024;24;439852.6;4473567.5;1;Puerta Calle;1;Abierto;743600;CALLE                   ;TOLEDO                                            ;11001440;1;NUM;75;  ;10;743600;CALLE                   ;TOLEDO                                            ;11001440;1;NUM;75;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;1;LOS ANDES (CON HMC);G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS";47;COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS;472206;COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000434;1;CENTRO              ;102;EMBAJADORES         ;2;1024;24;439852.6;4473567.5;1;Puerta Calle;1;Abierto;743600;CALLE                   ;TOLEDO                                            ;11001440;1;NUM;75;  ;10;743600;CALLE                   ;TOLEDO                                            ;11001440;1;NUM;75;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;1;LOS ANDES (CON HMC);G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS";47;COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS;472402;COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
10000441;1;CENTRO              ;102;EMBAJADORES         ;2;1048;48;440458.6;4473538.5;1;Puerta Calle;1;Abierto;662700;CALLE                   ;SAN CARLOS                                        ;11002772;1;NUM;6;  ;20;662700;CALLE                   ;SAN CARLOS                                        ;11002772;1;NUM;6;  ;;;-1;SIN AGRUPACION;-1;SIN AGRUPACION;PB;2;CLINICA VETERINARIA CAN CONTENTO;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS";47;COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS;477602;COMERCIO AL POR MENOR DE COMPLEMENTOS Y ALIMENTOS PARA ANIMALES DE COMPAÑIA;2023-09-08 07:00:48.237;01/09/2023;01/09/2023
